,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle
362,3433.json,barely-true,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,"city-budget,labor,state-budget",milwaukee-police-association,,Wisconsin,none,1,0,0,0,0,a newspaper ad,
363,6597.json,FALSE,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.,"county-budget,county-government,debt,transportation",clackamas-county-commission,,,none,0,1,0,0,0,a press release,
364,7571.json,mostly-true,Says Texas has 11 different felonies you can commit with an oyster.,"crime,criminal-justice,food-safety",scott-henson,"Writer, Grits for Breakfast blog",Texas,none,0,0,0,1,0,an interview.,
365,6449.json,FALSE,The Obama administration is unwinding our nations welfare-to-work requirements.,welfare,bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,an op-ed.,BobMcDonnell
366,11510.json,TRUE,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.","state-budget,taxes,transportation",don-francis,coordinator of the Clean Cities-Georgia Coalition,,none,0,0,0,0,0,an interview with Watchdog.org,
367,8998.json,half-true,The Redskins Training Camp deal generated $40 million in new private investment in the city.,"city-government,job-accomplishments",dwight-jones,"Mayor, City of Richmond",Virginia,democrat,1,1,1,1,0,a speech,DwightJones21
368,3443.json,half-true,The GOP budget plan would cut nearly a million jobs.,"economy,federal-budget,jobs",organizing-america,,,democrat,0,0,2,0,1,a Tweet.,
369,10252.json,half-true,There are more people living in this country who were not born here than at anytime in the history of the country.,immigration,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"an interview on CNN's ""State of the Union""",RickSantorum
370,9393.json,half-true,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,foreign-policy,chris-wallace,Fox News Sunday host,,none,0,0,3,1,0,"comments on ""Fox News Sunday""",ChrisWallace101
371,4519.json,half-true,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",federal-budget,save-americas-postal-service,,,none,0,0,1,0,0,a television ad,
372,11291.json,mostly-true,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,"congress,federal-budget,history",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1,0,2,7,0,remarks in San Antonio,RepLloydDoggett
373,5110.json,pants-fire,"Shes voted for 60 tax increases, hurting the middle class and small businesses.",taxes,rob-cornilles,consultant,Oregon,republican,1,1,3,1,1,,
374,6147.json,barely-true,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.","bipartisanship,jobs",frank-guinta,"U.S. Congress, NH-First District",New Hampshire,republican,1,1,1,1,0,a statement made after he filed for re-election at the N.H. Secretary of State’s office.,
375,10548.json,pants-fire,"Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet.","candidates-biography,diversity,campaign-advertising",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme supposedly quoting Sheila Jackson Lee,
376,3110.json,barely-true,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation","small-business,taxes",cory-mason,"State Assembly member, 62nd District",Wisconsin,democrat,2,0,0,0,0,a news release,MayorCoryMason
377,9294.json,mostly-true,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,environment,dan-kaufman,,,none,0,0,1,1,0,an opinion article,DarpaDan
378,12754.json,barely-true,America is one of the highest-taxed nations in the world.,taxes,donald-trump,President-Elect,New York,republican,63,114,51,37,61,the 2016 Republican National Convention,
379,9853.json,FALSE,"If black America were a country, itd be the 15th wealthiest nation in the world.","corrections-and-updates,economy,poverty",larry-elder,Radio talk show host,,talk-show-host,1,3,0,0,0,comments on CNN,larryelder
380,10931.json,half-true,"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",education,dale-kooyenga,State Representative,Wisconsin,republican,1,1,2,2,0,,DaleKooyenga
381,11513.json,barely-true,"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",guns,terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,an executive order.,TerryMcAuliffe
382,979.json,TRUE,2008 was the deadliest year of the war (in Afghanistan) for American forces.,"afghanistan,military",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at the White House. ,BarackObama
383,1702.json,mostly-true,"Florida teachers are ""already paid $5,000 below the national average.""",education,dan-gelber,,Florida,democrat,2,2,1,3,0,a letter posted on his campaign Web site.,MayorDanGelber
384,4413.json,half-true,"Since Rick Perry became governor, Texas has gone from 46th in the country to 50th in the population that graduates from high school.","education,new-hampshire-2012",new-hampshire-democratic-party,,New Hampshire,democrat,4,0,3,3,0,an interview with the 'Telegraph.',
385,6014.json,TRUE,Says Amanda Fritz manages less than 5 percent of city operations.,city-government,mary-nolan,Represents Southwest Portland in Oregon House,Oregon,democrat,0,0,3,0,0,a debate.,marybnolan
386,10390.json,half-true,The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,transportation,jim-steineke,State Assembly representative,Wisconsin,republican,0,1,1,0,0,a tweet,
387,3237.json,half-true,"Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better.",education,michelle-rhee,Founder and CEO of Students First,,none,0,0,1,0,0,talking to Florida legislators.,MichelleRhee
388,3695.json,barely-true,Polls show that Floridians dont want to repeal the Affordable Care Act.,"health-care,polls",joe-gibbons,State Representative,Florida,democrat,1,0,0,0,0,comments on the House floor,JoeGibbonsEEA
389,5631.json,FALSE,Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.,health-care,steve-rothman,,,democrat,1,2,0,1,1,an interview on NJToday,steve02476
390,10691.json,TRUE,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",state-finances,mary-margaret-oliver,State Representative,Georgia,democrat,0,0,1,0,0,a House floor debate,mmo_mary
391,9969.json,pants-fire,Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,"crime,ethics",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,speaking to reporters,wendydavis
392,9784.json,TRUE,On offshore drilling for energy,"energy,voting-record",mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,,MarkWarner
393,9835.json,barely-true,"Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever.","florida-amendments,health-care,marijuana",drug-free-america,,,none,1,0,0,0,0,"a ""Tampa Bay Times"" editorial meeting",
394,1340.json,pants-fire,"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""","health-care,privacy",chain-email,,,none,11,43,8,5,105,a widely circulated e-mail,
395,5047.json,half-true,"Enacting the Right-to-Carry Act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.","crime,guns,legal-issues,public-safety",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a fundraising letter,davidcicilline
396,1375.json,TRUE,I haven't missed a vote since 1993.,history,chuck-grassley,U.S. senator,Iowa,republican,0,1,2,0,0,a conference call,
397,5740.json,barely-true,Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,government-efficiency,ted-wheeler,,,democrat,1,0,0,0,0,campaign website,
398,6674.json,mostly-true,Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,education,herb-garrett,Executive Director of the Georgia School Superintendents Association,Georgia,none,0,0,0,1,0,a letter,cook_n_good
399,9896.json,FALSE,Jorge Elorza wants to impose a municipal income tax.,"city-budget,deficit,economy,taxes",vincent-buddy-cianci,,Rhode Island,independent,0,2,1,2,1,a radio interview,
400,10879.json,barely-true,The Supreme Court cant overrule the other two branchesof government.,"history,supreme-court",mike-huckabee,author,Arkansas,republican,12,5,9,3,4,"an interview on ""Fox News Sunday""",
401,3393.json,pants-fire,Roughly 25% of RI has a criminal record,"crime,criminal-justice,jobs,labor,legal-issues",direct-action-rights-equality,,Rhode Island,organization,0,0,0,0,1,an online petition,
402,9382.json,half-true,"Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.",education,peter-shumlin,governor and chair of Democratic Governors Association,Vermont,democrat,0,0,1,0,0,MSNBC,GovPeterShumlin
403,173.json,half-true,"As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million.",taxes,mike-huckabee,author,Arkansas,republican,12,5,9,3,4,a news release.,
404,6517.json,half-true,I havent raised taxes in the time Ive been the governor of New Jersey.,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a news conference,ChrisChristie
405,3204.json,FALSE,Massachusetts public schools teach kids as young as kindergartners about gay marriage.,"families,gays-and-lesbians,marriage,religion",national-organization-marriage,Nonprofit organization,Rhode Island,organization,0,1,0,0,1,a mailing to Rhode Island voters,
406,88.json,pants-fire,I'm probably one of the four or five best-known Americans in the world.,candidates-biography,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,a comment to reporters in London.,RudyGiuliani
407,9606.json,barely-true,We are accepting more legal immigrants than we ever have in the history (of the United States.),immigration,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"a ""Meet the Press"" pundit panel",RickSantorum
408,8491.json,TRUE,Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.,"foreign-policy,pundits,terrorism",jon-stewart,,,none,0,2,1,1,1,"in comments on Comedy Central's ""The Daily Show""",
