,label_norm,headline_text,subject,stateinfo,partyaffiliation,barelytruecounts_norm,falsecounts_norm,halftruecounts_norm,mostlytrueocunts_norm,pantsonfirecounts_norm,clickbait_score_norm,clean,sentiment_vector,vader_polarity,sentiment_score,index,topic_number,lda_score,topic_top_words
1776,-1.176990801292362,"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.","health-care,workers",Iowa,democrat,-0.6619854037139481,-0.5463429171430514,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,0.5718759790045989,today every day estim american lose health insur coverage,"[0.252, 0.748, 0.0, -0.4019]",0,-0.4019,1776,9,0.8999782204627991,year peopl american health woman clinton care sinc trump million
1778,-1.176990801292362,"Since President Obama came into office, another 2 million Hispanics have joined the ranks of those in poverty. The number of Hispanic children living in poverty increased by 15 percent in that short period of time.","diversity,poverty",New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,0.13215327176134112,sinc presid obama came offic anoth million hispana join rank poverty number hispana child live poverty increas percent short period time,"[0.244, 0.627, 0.129, -0.6249]",0,-0.6249,1778,2,0.9549890756607056,obama presid barack state percent wisconsin billion sinc feder debt
1779,0.8496243121883177,The top 1 percent in recent years has earned 85 percent of all new income.,income,Vermont,independent,0.20613154800141248,-0.12785416142387748,0.02610319954262654,0.5202830562696388,-0.4440485826870501,-0.01442096398641163,top percent recent year earn percent new incom,"[0.0, 0.795, 0.205, 0.2023]",0,0.2023,1779,3,0.8714119791984558,percent year state plan would time spend averag last nation
1781,0.8496243121883177,The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.,"foreign-policy,islam,religion,terrorism",Texas,republican,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.01442096398641163,group organ text muslim capitol day austin recent list one organ design terrorist group unit arab emir,"[0.227, 0.773, 0.0, -0.6908]",0,-0.6908,1781,7,0.6208149194717407,vote help state year bill democrat company money educ took
1782,-1.176990801292362,Go look at a Trump product. Theyre all made in China.,china,Maryland,democrat,-0.6137566841742058,-0.5843873494811581,-0.5059453606810765,-0.48394526588228104,-0.4440485826870501,0.08329519317875687,go look trump product theyr made china,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1782,9,0.7118658423423767,year peopl american health woman clinton care sinc trump million
1783,0.8496243121883177,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,"economy,income",Vermont,independent,0.20613154800141248,-0.12785416142387748,0.02610319954262654,0.5202830562696388,-0.4440485826870501,1.0115986862478565,near believ money wealth even distribut among larger percentage peopl u,"[0.0, 0.738, 0.262, 0.4939]",0,0.4939,1783,9,0.8999791741371155,year peopl american health woman clinton care sinc trump million
1784,0.8496243121883177,Public education has been permanently cutby $1.6 billion through changes in the Standards of Quality funding formula.,"education,state-budget",Virgina,none,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,-1.2358729285510168,public educ german cut billion chang standard quality fund formula,"[0.189, 0.811, 0.0, -0.2732]",0,-0.2732,1784,0,0.8713946342468262,year state feder make fund public iller obama offic would
1785,-1.176990801292362,This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,"israel,terrorism",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,0.8161663719175201,presid went unit nation casting israel build settlement said noth thousand rocket rain israel gaza strip,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1785,5,0.7160530090332031,presid state every obama country dollar economi would unit call
1786,0.8496243121883177,"In its current state, this bill is the most restrictive voter ID legislation in the nation.",elections,Wisconsin,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.509050973936079,-0.4440485826870501,1.7444698649866197,current state bill restrict voter id legis nation,"[0.271, 0.729, 0.0, -0.3818]",0,-0.3818,1786,7,0.8874719738960266,vote help state year bill democrat company money educ took
1787,0.8496243121883177,President Obama has the most border patrols and border security deployed at the border of any previous president.,immigration,Florida,democrat,-0.3243843669357523,-0.24198745843819763,-0.3285958406065088,-0.13246535312910912,-0.18290468357846335,0.5230179004220146,presid obama border patrol border secur deploy border previous presid,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1787,4,0.5849781036376953,percent rate vote state bill health florida year obama time
1788,-1.176990801292362,"Says as GOP was picking a convention city, I recommended Ohio.",elections,New York,republican,2.3764239272898138,3.7526779370630083,0.7608369255658355,0.4198602240544468,4.865877365854215,-1.284731007133601,say gop pick convent citi recommend ohio,"[0.0, 0.706, 0.294, 0.3612]",0,0.3612,1788,9,0.6999642848968506,year peopl american health woman clinton care sinc trump million
1789,0.8496243121883177,Washington has incentivized the militarization of local police precincts.,"crime,criminal-justice,homeland-security,military,public-safety,terrorism",Kentucky,republican,-0.3243843669357523,-0.28003189077630436,-0.27792454915663234,-0.2077824772905031,-0.18290468357846335,-0.6984340641425906,washington incentive militar local polic precinct,"[0.0, 0.667, 0.333, 0.3612]",0,0.3612,1789,0,0.7749621272087097,year state feder make fund public iller obama offic would
1791,0.8496243121883177,"By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.","education,families",Rhode Island,none,-0.6619854037139481,-0.5843873494811581,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,1.0115986862478565,spring parent student new york state refus let take common core test,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1791,5,0.9099858403205872,presid state every obama country dollar economi would unit call
1792,0.8496243121883177,Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time.,voting-record,Virginia,republican,-0.5655279646344635,-0.43220962012873126,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.30756943548191684,congressman perriello vote lock step nancy pelosi percent time,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1792,4,0.8499779105186462,percent rate vote state bill health florida year obama time
1794,-1.176990801292362,Donald Trump would engage in a risky scheme to privatize Social Security.,social-security,Virginia,democrat,-0.27615564739601006,-0.470254052466838,-0.15124632053194115,-0.13246535312910912,-0.4440485826870501,-0.6984340641425906,donald trump would engag risk scheme privat social secur,"[0.208, 0.792, 0.0, -0.2732]",0,-0.2732,1794,0,0.887478768825531,year state feder make fund public iller obama offic would
1795,0.8496243121883177,Massachusetts schools are ranked No. 1 of all 50 states.,"debates,education,states",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,-0.2587113568993326,massachusetts school rank state,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1795,8,0.8199470639228821,state health care rate unit percent county school spend country
1796,-1.176990801292362,"But for immigrants, we would have a contracting population...","immigration,population",Virginia,democrat,-0.6137566841742058,-0.5082984848049447,-0.5059453606810765,-0.43373384977468504,-0.4440485826870501,-0.3564275140645011,immigra would contract popul,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1796,4,0.8199594616889954,percent rate vote state bill health florida year obama time
1797,-1.176990801292362,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,"immigration,legal-issues,marijuana",Arizona,republican,-0.5172992450947212,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.3570006163175212,1.500179472073699,major peopl come arizona trespass becom drug mule,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1797,9,0.8714035749435425,year peopl american health woman clinton care sinc trump million
1798,-1.176990801292362,"Rhode Island gives undocumented pregnant women health insurance, plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food.","health-care,immigration,poverty",Rhode Island,democrat,-0.5172992450947212,-0.5463429171430514,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-0.9427244570555116,rode island give undock pregnant woman health insur plus cash card month month month spend food,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1798,1,0.4786379337310791,million said health romney govern care weve budget month vote
1799,-1.176990801292362,Says Mark Pryor continues to insist that Obamacare is an amazing success.,health-care,Arkansas,republican,-0.5172992450947212,-0.43220962012873126,-0.4806097149561383,-0.43373384977468504,-0.3570006163175212,-0.16099519973416437,say mark prior continu insist obamacare amaze success,"[0.0, 0.455, 0.545, 0.802]",1,0.802,1799,5,0.5068255662918091,presid state every obama country dollar economi would unit call
1800,-1.176990801292362,Were only inches away from no longer being a free economy.,"economy,new-hampshire-2012,market-regulation",Massachusetts,republican,0.9777910606372885,0.6330344853382569,0.9381864456404031,0.3194373918392548,1.2098627783339995,-0.16099519973416437,inch away longer free economi,"[0.0, 0.548, 0.452, 0.5106]",0,0.5106,1800,6,0.8199340105056763,state peopl million percent text support sent would country american
1802,0.8496243121883177,The U.S. Justice Department has taken on more than 100 voting rights cases since 2009.,"civil-rights,elections",Illinois,democrat,2.7140249640680096,2.1167673465244192,3.522422309584104,3.5831794388329943,0.33938311463871024,-0.2587113568993326,u justic depart taken vote right case sinc,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1802,2,0.4741607904434204,obama presid barack state percent wisconsin billion sinc feder debt
1803,0.8496243121883177,On average it takes 300 Americans working for a solid year to make as much money as one top CEO.,"income,workers",New York,democrat,1.267163377875742,0.5189011883239368,1.2168785486147238,1.3989828381525684,0.16528718189965239,-0.5030017498122535,averag take american work solid year make much money one top ceo,"[0.0, 0.746, 0.254, 0.34]",0,0.34,1803,9,0.8999793529510498,year peopl american health woman clinton care sinc trump million
1804,0.8496243121883177,Says Barack Obama has played over 90 rounds of golf as president.,"economy,poverty,recreation",Texas,republican,-0.27615564739601006,-0.28003189077630436,-0.27792454915663234,-0.38352243366708905,-0.008808750839405478,-1.8221698715420271,say barack obama play round golf presid,"[0.0, 0.714, 0.286, 0.34]",0,0.34,1804,2,0.8199869990348816,obama presid barack state percent wisconsin billion sinc feder debt
1805,0.8496243121883177,"Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.","crime,elections",Unknown,republican,-0.6619854037139481,-0.5843873494811581,-0.5059453606810765,-0.509050973936079,-0.4440485826870501,-1.8710279501246114,team trump accus ted cruz fraud iowa text colorado oklahoma louisiana kansas main utah wisconsin,"[0.213, 0.787, 0.0, -0.5859]",0,-0.5859,1805,5,0.8713876605033875,presid state every obama country dollar economi would unit call
1806,-1.176990801292362,"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",redistricting,Tennessee,republican,-0.6619854037139481,-0.5082984848049447,-0.5312810064060147,-0.509050973936079,-0.3570006163175212,1.109314843413025,year redistrict open interact transpark redistrict process tennessee histori,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1806,3,0.8199543952941895,percent year state plan would time spend averag last nation
1807,0.8496243121883177,"Under economic sanctions, now Iran is suffering 30 percent inflation, 20 percent unemployment.","economy,foreign-policy,pundits",California,democrat,-0.6619854037139481,-0.5463429171430514,-0.5312810064060147,-0.48394526588228104,-0.4440485826870501,-1.96874410728978,econom sanction iran suffer percent inflate percent unemploy,"[0.333, 0.667, 0.0, -0.5423]",0,-0.5423,1807,3,0.7821885347366333,percent year state plan would time spend averag last nation
1808,0.8496243121883177,"Says that as Wisconsin governor, we ended welfare.","job-accomplishments,welfare",Wisconsin,republican,-0.3726130864754945,-0.28003189077630436,-0.4806097149561383,-0.38352243366708905,-0.18290468357846335,0.08329519317875687,say wisconsin governor end welfare,"[0.0, 1.0, 0.0, 0.0]",0,0.0,1808,2,0.7749791145324707,obama presid barack state percent wisconsin billion sinc feder debt
